"Estación de Peaje","Año","Mes","Código Estación","Departamento","TRAFICO EFECTIVO I","TRAFICO EFECTIVO IE","TRAFICO EFECTIVO  IEA","TRAFICO EFECTIVO  IEB","TRAFICO EFECTIVO IEE","TRAFICO EFECTIVO  IEQ","TRAFICO EFECTIVO II","TRAFICO EFECTIVO IIA","TRAFICO EFECTIVO IIE","TRAFICO EFECTIVO IIEE","TRAFICO EFECTIVO IIEQ","TRAFICO EFECTIVO IIE REV","TRAFICO EFECTIVO III","TRAFICO EFECTIVO IIIE","TRAFICO EFECTIVO  IIIP","TRAFICO EFECTIVO  IIIG","TRAFICO EFECTIVO IV","TRAFICO EFECTIVO VI","TRAFICO EFECTIVO VII","TRAFICO EFECTIVO  IEB 2","TRAFICO EFECTIVO  IVE","TRAFICO EFECTIVO V","TRAFICO EFECTIVO V (B)","TRAFICO EFECTIVO  V (B-A)","TRAFICO EFECTIVO  V E","Tráfico Total","VEHÍCULOS IPREV I","VEHÍCULOS IPREV IE","VEHÍCULOS IPREV IEA","VEHÍCULOS IPREV IEB","VEHÍCULOS IPREV IEQ","VEHÍCULOS IPREV II","VEHÍCULOS IPREV IIE","VEHÍCULOS IPREV IIEE","VEHÍCULOS IPREV IIEQ","VEHÍCULOS IPREV III","VEHÍCULOS IPREV IIIE","VEHÍCULOS IPREV IIIP","VEHÍCULOS IPREV IIIG","VEHÍCULOS IPREV IV","VEHÍCULOS IPREV IVE","VEHÍCULOS IPREV V","VEHÍCULOS IPREV VB","VEHÍCULOS IPREV VE","VEHÍCULOS IPREV VI","VEHÍCULOS IPREV VII","TOTAL VEH IPREV","EJES IPREV Ejes Grua","EJES IPREV Ejes Remolque","EJES IPREV Ejes Adicionales","EJES IPREV Ejes Cañeros","TOTAL EJES","EJES EFECTIVO Ejes Grua","EJES EFECTIVO Ejes Remolque","EJES EFECTIVO Ejes Adicionales","EJES EFECTIVO Ejes Cañeros","TOTAL EJES 2","TIQUETES PREPAGO I","TIQUETES PREPAGO IE","TIQUETES PREPAGO IEA","TIQUETES PREPAGO IEB","TIQUETES PREPAGO IEQ","TIQUETES PREPAGO II","TIQUETES PREPAGO III","TIQUETES PREPAGO IIE","TIQUETES PREPAGO IIEE","TIQUETES PREPAGO IIEQ","TIQUETES PREPAGO III 2","TIQUETES PREPAGO IIIE","TIQUETES PREPAGO IIIP","TIQUETES PREPAGO IIIG","TIQUETES PREPAGO IV","TIQUETES PREPAGO IVE","TIQUETES PREPAGO V","TIQUETES PREPAGO VB","TIQUETES PREPAGO VE","TIQUETES PREPAGO VI","TIQUETES PREPAGO VII","Total Prepagos","EVASORES UNIDAD I","EVASORES UNIDAD IE","EVASORES UNIDAD IEA","EVASORES UNIDAD IEB","EVASORES UNIDAD IEQ","EVASORES UNIDAD II","EVASORES UNIDAD IIE","EVASORES UNIDAD IIEE","EVASORES UNIDAD IIEQ","EVASORES UNIDAD III","EVASORES UNIDAD IIIE","EVASORES UNIDAD IIIG","EVASORES UNIDAD IIIP","EVASORES UNIDAD IV","EVASORES UNIDAD IVE","EVASORES UNIDAD V","EVASORES UNIDAD VI","EVASORES UNIDAD VII","EVASORES UNIDAD VB","EVASORES UNIDAD VE","Total Evasores","VEH RES 3694 DE 2007 IE","VEH RES 3694 DE 2007 IIE","VEH RES 3694 DE 2007 Total","TOTAL VEH (EFECTIVO+PREPAGOS+EVASION+REV+VEH RES3694)","EXENTOS RES0000015 (Koran)","EXENTOS  -  LEY 787 2002 I","EXENTOS  -  LEY 787 2002 II","EXENTOS  -  LEY 787 2002 III","EXENTOS  -  LEY 787 2002 IIIP","EXENTOS  -  LEY 787 2002 IIIG","EXENTOS  -  LEY 787 2002 IV","EXENTOS  -  LEY 787 2002 V","EXENTOS  -  LEY 787 2002 VB","EXENTOS  -  LEY 787 2002 VI","EXENTOS  -  LEY 787 2002 VII","EXENTOS  -  LEY 787 2002 Total Exentos","EA","EG","ER","TOTAL VEH (EFECTIVO+PREPAGOS+EVASION+REV+VEH RES 3694+EXENTOS)","EXENTOS RES0000015 (Koran) 2","EXENTOS EMERGENCIA VIAL CAT I","EXENTOS EMERGENCIA VIAL CAT II","EXENTOS EMERGENCIA VIAL TOTAL","EXONERADOS INVIAS I","EXONERADOS INVIAS II","EXONERADOS INVIAS III","EXONERADOS INVIAS IV","EXONERADOS INVIAS V","EXONERADOS INVIAS VI","EXONERADOS INVIAS VII","EXONERADOS INVIAS IIIP","EXONERADOS INVIAS IIIG","TOTAL EXONERADOS INVIAS"
"ALTAMIRA","2016","Febrero","00002","HUILA","43,231","6,015",,,"0",,"24,509","0","0","0",,,"2,184","0",,,"2,681","0","0",,,"3,891",,,,"82511",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ALVARADO","2016","Febrero","00003","TOLIMA","79,370","1,271",,,"0",,"27,598","0","0","0",,,"4,331","0",,,"6,595","0","0",,,"11,273",,,,"130438",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AMAGA","2016","Febrero","00004","ANTIOQUIA","120,532","0",,,"0",,"43,600","5,949","3,373","0",,,"13,871","2,576",,,"857","0","0",,,"1,984",,,,"192742",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ARCABUCO","2016","Febrero","00005","BOYACA","47,145","0",,,"0",,"22,276","0","0","0",,,"1,864","0",,,"1,055","0","0",,,"6,961",,,,"79301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BICENTENARIO","2016","Febrero","00006","CUNDINAMARCA","19,061","734",,,,,"22,198","0","11","0",,,"4,107","0",,,"4,068","0","0",,,"7,312",,,,"57491",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CAJAMARCA","2016","Febrero","00007","TOLIMA","39,833","0",,,"0",,"55,596","0","0","0",,,"14,966","0",,,"10,342","0","0",,,"30,199",,,,"150936",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CALAMAR","2016","Febrero","00008","BOLIVAR","32,918","32",,,"0",,"25,515","0","0","0",,,"2,360","0",,,"3,467","0","0",,,"11,060",,,,"75352",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CARIMAGUA","2016","Febrero","00009","CORDOBA","20,348","0",,,"0",,"2,903","0","0","0",,,"8,515","0",,,"7,682","5,394","13,446",,,"4,961",,,,"63249",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CASETABLA","2016","Febrero","00010","META","0","22,850",,,"33,927",,"0","0","11,077","0",,,"4,962","0",,,"9,154","0","0",,,"6,290",,,,"88260",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CISNEROS","2016","Febrero","00011","ANTIOQUIA","19,641","1,706",,,,,"14,426","0","275","0",,,"1,629","0",,,"1,204","0","0",,,"2,034",,,,"40915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CRUCERO","2016","Febrero","00012","BOYACA","24,643","10,150",,,,,"14,412","0","6,250","0",,,"2,137","0",,,"2,144","0","0",,,"3,653",,,,"63389",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EL BORDO","2016","Febrero","00013","CAUCA","31,592","0",,,"0",,"31,777","0","0","0",,,"3,699","0",,,"3,443","0","0",,,"7,614",,,,"78125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HONDA","2016","Febrero","00014","TOLIMA","55,159","4,502",,,"0",,"29,155","0","0","0",,,"2,660","0",,,"5,484","0","0",,,"11,873",,,,"108833",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LA APARTADA","2016","Febrero","00015","CORDOBA","47,643","0",,,"0",,"31,675","0","0","0",,,"6,148","0",,,"5,747","0","0",,,"15,008",,,,"106221",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LA CABAÑA","2016","Febrero","00016","CUNDINAMARCA","38,450","0",,,"0",,"327","0","6,106","0",,,"880","0",,,"1,402","1,866","0",,,"736",,,,"49767",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LA ESPERANZA","2016","Febrero","00017","SUCRE","54,088","3,490",,,"0",,"24,636","0","0","0",,,"9,555","0",,,"3,960","0","0",,,"8,123",,,,"103852",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LA PINTADA","2016","Febrero","00018","ANTIOQUIA","14,857","0",,,"0",,"5,681","0","0","0",,,"1,141","0",,,"178","0","0",,,"910",,,,"22767",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LOS CAUCHOS","2016","Febrero","00019","HUILA","82,392","8,441",,,"0",,"38,578","0","0","0",,,"3,134","0",,,"2,805","0","0",,,"4,444",,,,"139794",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LOS LLANOS","2016","Febrero","00020","ANTIOQUIA","32,362","545",,,"0",,"33,064","0","1,781","0",,,"6,084","0",,,"5,373","0","0",,,"14,280",,,,"93489",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MACHETA","2016","Febrero","00021","CUNDINAMARCA","30,489","5",,,"0",,"11,528","0","2","0",,,"2,478","0",,,"11","0","0",,,"19",,,,"44532",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MATA DE CAÑA","2016","Febrero","00022","CORDOBA","52,704","0",,,"0",,"19,305","0","0","0",,,"2,426","0",,,"852","0","0",,,"2,324",,,,"77611",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LOS PATIOS","2016","Febrero","#N/D","CUNDINAMARCA","93,176","24,215",,,"0",,"649","7,581","9,132","0",,,"1,663","0",,,"264","17","0",,,"2",,,,"136699",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PICACHO","2016","Febrero","00024","SANTANDER","24,457","0",,,"0",,"23,116","0","0","0",,,"1,293","0",,,"2,437","0","0",,,"5,668",,,,"56971",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PRIMAVERA","2016","Febrero","00025","ANTIOQUIA","60,868","0",,,"0",,"47,199","0","0","0",,,"8,254","0",,,"5,928","0","0",,,"13,278",,,,"135527",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PUERTO BERRIO","2016","Febrero","00026","ANTIOQUIA","16,189","2,026",,,"0",,"12,958","0","114","0",,,"1,977","0",,,"1,267","0","0",,,"2,095",,,,"36626",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RIO BLANCO","2016","Febrero","00027","SANTANDER","35,211","0",,,"0",,"24,357","0","0","0",,,"2,688","0",,,"2,021","0","0",,,"12,370",,,,"76647",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RIO FRIO","2016","Febrero","00028","VALLE","18,250","0",,,"0",,"7,485","0","0","0",,,"1,226","0",,,"1,432","0","0",,,"2,839",,,,"31232",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RIO SOGAMOSO","2016","Febrero","00029","SANTANDER","82,757","49",,,"0",,"39,892","0","8","0",,,"3,796","0",,,"3,256","0","0",,,"6,894",,,,"136652",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SACHICA","2016","Febrero","00030","BOYACA","60,554","0",,,"0",,"12,976","0","0","0",,,"718","0",,,"206","0","0",,,"329",,,,"74783",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SAN CLEMENTE","2016","Febrero","00031","CALDAS","14,028","0",,,"0",,"7,546","0","0","0",,,"588","0",,,"337","0","0",,,"1,013",,,,"23512",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SAN JUAN","2016","Febrero","00032","GUAJIRA","72,063","38,599",,,"0",,"11,778","0","0","0",,,"568","0",,,"217","0","0",,,"1,899",,,,"125124",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SAN ONOFRE","2016","Febrero","00033","SUCRE","24,744","0",,,"0",,"16,433","0","0","0",,,"4,817","0",,,"3,634","0","0",,,"7,371",,,,"56999",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SAN PEDRO","2016","Febrero","00034","CASANARE","30,369","2,076",,,"0",,"14,846","0","0","0",,,"2,115","0",,,"8,578","0","0",,,"6,977",,,,"64961",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SUPIA","2016","Febrero","00035","CALDAS","49,256","0",,,"0",,"43,342","0","0","0",,,"7,125","0",,,"5,944","0","0",,,"13,848",,,,"119515",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TARAZA","2016","Febrero","00036","ANTIOQUIA","26,686","821",,,"0",,"26,149","0","0","0",,,"5,353","0",,,"5,346","0","0",,,"14,389",,,,"78744",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TORO","2016","Febrero","00037","VALLE","11,209","2,689",,,"0",,"4,103","0","0","0",,,"1,128","0",,,"687","0","0",,,"1,048",,,,"20864",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"YUCAO","2016","Febrero","00038","META","0","13,850",,,"0",,"0","0","6,460","0",,,"3,410","0",,,"8,376","0","0",,,"5,814",,,,"37910",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EL CARMEN","2016","Febrero","00044","BOLIVAR","39,731","3,108",,,,,"30,400","0","39","0",,,"2,789","0",,,"3,517","0","0",,,"12,660",,,,"92244",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CANO","2016","Febrero","00045","NARIÑO","25,859","0",,,"0",,"24,954","0","0","0",,,"0","0",,,"0","0","0",,,"0",,,,"50813",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DAZA","2016","Febrero","00046","NARIÑO","0","0",,,"0",,"0","0","0","0",,,"2,795","0",,,"2,921","0","0",,,"6,908",,,,"12624",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RIO NEGRO","2016","Febrero","00047","SANTANDER",,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LEBRIJA","2016","Febrero","00048","SANTANDER",,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CHUSACA","2016","Febrero","00049","CUNDINAMARCA",,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CHINAUTA","2016","Febrero","00050","CUNDINAMARCA",,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ACAPULCO","2016","Marzo","00001","RISARALDA","63,105","0",,,"0",,"19,391","0","0","0",,,"1,293","0",,,"427","0","0",,,"1,054",,,,"85270",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ALTAMIRA","2016","Marzo","00002","HUILA","58,936","6,294",,,"0",,"25,442","0","0","0",,,"2,179","0",,,"2,867","0","0",,,"3,570",,,,"99288",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ALVARADO","2016","Marzo","00003","TOLIMA","100,912","1,392",,,"0",,"29,316","0","0","0",,,"3,859","0",,,"5,759","0","0",,,"10,501",,,,"151739",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AMAGA","2016","Marzo","00004","ANTIOQUIA","154,131","0",,,"0",,"47,530","5,743","3,229","0",,,"14,804","2,514",,,"831","0","0",,,"1,689",,,,"230471",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ARCABUCO","2016","Marzo","00005","BOYACA","73,612","0",,,"0",,"23,290","0","0","0",,,"1,979","0",,,"1,137","0","0",,,"6,990",,,,"107008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BICENTENARIO","2016","Marzo","00006","CUNDINAMARCA","35,771","891",,,,,"23,711","0","4","0",,,"3,655","0",,,"4,455","0","0",,,"7,794",,,,"76281",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CAJAMARCA","2016","Marzo","00007","TOLIMA","87,450","0",,,"0",,"58,582","0","0","0",,,"15,897","0",,,"10,434","0","0",,,"30,695",,,,"203058",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CALAMAR","2016","Marzo","00008","BOLIVAR","47,180","20",,,"0",,"27,784","0","0","0",,,"2,290","0",,,"3,215","0","0",,,"11,038",,,,"91527",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CARIMAGUA","2016","Marzo","00009","CORDOBA","31,282","0",,,"0",,"2,377","0","0","0",,,"9,181","0",,,"7,142","5,274","13,305",,,"5,181",,,,"73742",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CASETABLA","2016","Marzo","00010","META","0","25,407",,,"36,566",,"0","0","11,159","0",,,"3,238","0",,,"7,436","0","0",,,"5,732",,,,"89538",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CISNEROS","2016","Marzo","00011","ANTIOQUIA","30,169","1,747",,,,,"14,838","0","273","0",,,"1,651","0",,,"1,178","0","0",,,"1,953",,,,"51809",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CRUCERO","2016","Marzo","00012","BOYACA","43,761","10,576",,,,,"15,940","0","6,515","0",,,"2,371","0",,,"2,260","0","0",,,"4,246",,,,"85669",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EL BORDO","2016","Marzo","00013","CAUCA","47,259","0",,,"0",,"34,345","0","0","0",,,"3,813","0",,,"3,186","0","0",,,"7,736",,,,"96339",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HONDA","2016","Marzo","00014","TOLIMA","84,237","5,564",,,"0",,"30,032","0","0","0",,,"2,625","0",,,"5,484","0","0",,,"11,248",,,,"139190",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LA APARTADA","2016","Marzo","00015","CORDOBA","70,941","0",,,"0",,"31,976","0","0","0",,,"5,893","0",,,"5,476","0","0",,,"14,771",,,,"129057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LA CABAÑA","2016","Marzo","00016","CUNDINAMARCA","45,505","0",,,"0",,"274","0","6,493","0",,,"851","0",,,"1,219","2,126","0",,,"863",,,,"57331",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LA ESPERANZA","2016","Marzo","00017","SUCRE","75,172","3,521",,,"0",,"26,027","0","0","0",,,"8,094","0",,,"3,784","0","0",,,"7,640",,,,"124238",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
